,open,high,low,close
20100108,746.93,748.81,678.96,686.79
20091231,711.85,752.25,699.32,742.23
20091224,725.94,735.03,676.77,708.09
20091218,754.45,787.02,728.14,728.45
20091211,764.16,786.71,743.17,761.65
20091204,718.74,772.92,708.72,771.36
20091127,781.38,798.61,702.14,709.66
20091120,779.5,816.15,775.43,781.07
20091113,759.14,793.6,739.41,774.49
20091106,664.87,797.98,661.74,765.09
20091030,698.7,702.77,650.15,683.04
20091023,647.33,701.2,636.68,693.37
20091016,642.94,663.93,628.85,646.39
20091009,621.02,642.94,612.25,638.25
20090930,610.06,615.38,583.44,605.67
20090925,612.88,628.85,584.38,610.06
20090918,661.74,674.27,608.49,621.02
20090911,631.98,667.37,620.39,661.74
20090904,572.16,641.69,543.97,628.22
20090828,674.58,680.53,576.55,579.05
20090821,677.08,702.45,619.45,670.19
20090814,726.88,733.46,670.82,689.93
20090807,788.58,789.21,713.42,715.92
20090730,693.68,798.92,692.12,798.92
20090724,714.04,730.33,683.66,689.93
20090717,688.36,726.26,672.07,714.04
20090710,718.43,747.24,669.88,692.43
20090703,668.0,721.56,654.22,718.11
20090626,671.13,688.05,639.5,655.47
20090619,668.0,694.31,636.68,670.19
20090605,545.54,632.92,541.47,605.36
20090527,506.7,538.02,498.87,537.71
20090522,537.08,548.36,501.38,514.53
20090515,548.98,580.3,519.23,527.06
20090508,493.55,551.49,488.22,548.36
20090430,453.46,509.21,449.07,490.1
20090424,475.38,485.72,448.76,459.09
20090417,501.38,506.7,475.38,476.32
20090410,503.57,517.66,480.39,499.18
20090403,492.61,518.92,465.67,503.57
20090327,452.2,500.44,452.2,491.67
20090320,439.36,482.58,432.47,459.09
20090313,457.84,470.06,427.46,443.12
20090306,392.38,472.25,385.49,448.45
20090226,401.15,479.45,398.96,411.17
20090220,407.42,450.95,386.12,405.85
20090213,400.21,425.89,382.67,405.22
20090206,347.28,399.9,339.45,392.07
20090123,312.51,361.06,312.51,343.52
20090116,285.27,321.6,257.08,311.57
20090109,278.69,305.62,276.5,287.46
20081231,279.63,280.57,267.1,275.24
20081226,307.82,311.26,281.19,283.39
20081219,308.13,318.15,284.33,308.76
20081212,310.95,333.81,294.98,299.36
20081205,256.76,306.25,254.26,301.87
20081128,299.67,299.99,254.57,260.52
20081121,310.95,334.44,287.46,299.36
20081114,263.65,315.65,260.84,311.57
20081107,237.35,265.53,229.52,254.26
20081031,259.79,261.23,228.95,241.1
20081024,286.05,312.07,263.64,267.98
20081017,272.07,317.37,269.67,288.94
20081010,334.23,334.23,266.77,268.46
20080926,365.55,365.8,324.36,339.29
20080919,356.4,356.4,276.89,330.62
20080912,426.27,426.27,360.74,363.39
20080905,462.41,462.41,403.62,417.59
20080829,460.72,474.21,450.12,464.82
20080822,450.6,486.02,428.68,457.59
20080815,460.0,476.38,428.2,450.36
20080808,498.06,510.83,458.79,460.0
20080801,492.28,515.41,474.45,505.29
20080725,438.56,494.21,436.15,486.02
20080718,469.63,492.52,417.11,445.3
20080711,439.52,507.22,438.56,481.68
20080704,436.63,452.77,406.27,436.63
20080627,488.43,515.41,446.51,446.51
20080620,490.11,514.93,457.59,484.09
20080613,539.5,539.5,475.66,488.43
20080606,586.0,606.96,570.82,574.44
20080530,580.46,614.19,560.95,586.0
20080523,640.69,661.89,582.39,592.51
20080516,594.92,664.3,582.87,646.72
20080509,696.11,704.54,599.25,606.72
20080430,638.52,700.44,631.06,691.77
20080425,575.64,675.39,496.14,651.53
20080418,647.92,652.74,508.42,528.9
20080411,676.11,709.36,629.85,664.78
20080403,651.53,699.96,628.65,683.1
20080328,664.06,689.6,597.57,677.8
20080321,574.44,686.23,567.93,660.69
20080314,685.99,686.47,572.75,578.29
20080307,770.79,786.69,659.97,693.7
20080229,749.83,783.56,714.9,776.82
20080222,861.14,878.73,741.88,754.89
20080215,857.53,878.0,829.1,846.93
20080205,842.83,900.89,842.59,876.8
20080201,881.86,884.03,768.62,810.55
20080125,953.9,961.12,819.22,895.83
20080118,1041.83,1043.04,915.83,963.53
20080111,898.0,1050.27,893.67,1040.15
20080104,905.71,911.49,857.77,902.58
20071228,869.81,924.02,865.96,908.12
20071221,869.33,876.8,820.42,863.55
20071214,912.46,944.02,845.72,876.8
20071207,883.79,943.54,869.57,937.03
20071130,883.55,888.12,787.66,847.41
20071123,915.35,926.19,840.66,869.33
20071116,978.71,1011.72,902.1,908.12
20071109,1062.31,1090.98,985.22,997.26
20071102,1060.63,1158.2,1043.04,1074.12
20071026,932.21,1065.45,905.71,1052.19
20071019,941.85,1020.39,910.53,937.27
20071012,977.99,1004.97,896.07,927.64
20070928,849.09,949.08,837.77,941.37
20070921,878.0,878.0,820.91,849.33
20070914,858.73,891.01,811.03,854.63
20070907,896.07,907.64,846.44,871.98
20070831,931.73,962.57,859.45,893.67
20070824,845.48,942.33,845.48,932.21
20070817,905.71,941.85,806.45,818.5
20070810,917.52,953.9,893.67,917.76
20070803,790.07,931.01,787.66,920.41
20070727,782.84,833.43,743.33,793.68
20070719,657.56,732.0,617.32,712.49
20070713,635.87,685.26,628.65,661.17
20070706,624.07,656.35,583.83,628.89
20070629,845.72,859.45,633.95,641.17
20070622,773.2,840.66,716.83,831.02
20070531,645.73,645.73,554.18,606.52
20070525,618.57,618.57,617.48,618.57
20070511,551.99,597.11,545.2,588.13
20070426,474.67,546.51,466.57,546.51
20070420,503.36,514.1,446.42,473.14
20070413,406.77,492.19,403.05,492.19
20070406,393.85,420.57,393.2,406.77
20070330,394.29,416.63,373.26,391.66
20070323,367.35,435.47,363.63,402.61
20070316,393.2,394.29,368.01,373.48
20070309,373.48,404.15,356.62,393.41
20070302,424.95,433.5,362.53,376.55
20070216,380.27,446.86,380.27,433.71
20070209,357.06,401.3,343.04,380.93
20070202,392.1,437.66,362.31,362.31
20070126,352.89,383.34,352.89,378.3
20070119,317.63,363.41,307.56,349.39
20070112,263.97,318.07,263.31,318.07
20070105,299.01,313.69,262.88,264.19
20061229,261.56,299.67,260.69,295.07
20061222,270.54,287.84,260.9,263.09
20061215,265.5,290.03,262.0,270.54
20061208,249.73,287.63,245.57,265.94
20061201,253.24,260.25,236.81,250.17
20061124,203.96,266.82,203.52,255.87
20061117,202.86,212.28,194.54,203.3
20061110,184.47,214.03,183.59,204.18
20061103,188.19,193.45,177.46,187.97
20061027,177.02,202.64,173.3,192.13
20061020,176.14,179.65,168.91,176.8
20061013,160.37,185.12,159.93,175.92
20060929,140.66,159.06,140.44,156.87
20060922,146.79,149.64,140.22,142.19
20060915,134.53,146.57,134.53,145.26
20060908,132.78,138.69,132.34,136.5
20060901,131.46,140.0,130.59,132.78
20060825,127.74,135.4,124.01,131.24
20060818,127.74,133.65,125.99,129.93
20060811,123.8,128.83,121.61,127.52
20060804,129.27,129.71,122.7,124.23
20060728,135.18,138.47,128.61,130.59
20060721,139.13,142.41,132.56,135.84
20060707,143.73,158.4,143.73,147.01
20060630,137.81,146.36,137.38,143.73
20060623,132.56,141.97,127.08,137.81
20060616,151.17,151.17,128.18,133.87
20060526,159.06,175.05,149.86,170.45
20060519,164.53,168.7,150.95,160.15
20060512,150.74,169.79,145.92,165.19
20060428,127.08,155.34,116.13,150.74
20060421,128.18,131.24,124.01,127.96
20060414,120.07,132.12,120.07,128.18
20060407,116.57,124.67,115.69,119.85
20060331,116.35,122.26,113.72,117.66
20060324,113.94,119.2,112.84,116.35
20060317,113.94,117.66,113.28,113.94
20060310,120.95,123.58,113.06,113.5
20060303,132.56,133.65,118.98,121.39
20060224,114.82,132.78,113.5,132.12
20060217,114.16,119.2,112.41,114.82
20060210,117.22,119.85,112.84,114.16
20060125,114.6,117.44,112.63,117.22
20060120,113.5,116.79,110.65,114.6
20060113,118.32,119.2,112.84,114.16
20060106,112.41,120.51,112.19,118.54
20051230,113.5,115.47,112.41,112.63
20051223,109.78,114.16,108.46,112.41
20051216,107.37,113.06,105.84,109.78
20051209,105.18,107.81,100.8,106.93
20051202,106.93,106.93,103.86,105.84
20051125,104.74,107.37,99.92,106.93
20051118,99.48,105.4,99.48,104.74
20051111,103.43,104.74,98.83,99.48
20051104,100.36,104.96,100.36,102.99
20051028,122.04,122.26,98.83,100.36
20051021,115.69,117.01,110.44,117.01
20050927,106.27,109.34,104.08,104.3
20050923,116.13,116.57,105.84,106.27
20050916,115.25,118.32,113.5,116.13
20050909,115.47,118.76,111.53,115.03
20050902,113.5,119.2,110.65,115.25
20050826,109.34,113.94,106.71,112.84
20050819,113.94,116.79,107.37,108.9
20050812,115.03,120.29,112.84,113.94
20050805,107.81,117.01,105.62,114.38
20050729,108.25,112.84,106.49,108.03
20050722,102.11,110.65,99.05,108.46
20050715,98.61,106.93,96.86,102.11
20050708,104.08,106.27,97.51,97.73
20050701,118.1,120.51,103.86,104.96
20050624,117.44,121.17,111.09,115.91
20050616,122.26,124.89,113.72,117.66
20050610,105.62,129.93,103.21,122.26
20050603,111.75,113.06,102.99,105.84
20050527,112.41,115.69,107.59,112.84
20050520,110.0,117.01,104.3,114.16
20050513,114.6,118.32,107.37,110.0
20050429,105.18,119.85,96.42,113.94
20050422,122.26,126.86,108.9,109.12
20050415,127.08,140.0,117.88,123.36
20050408,99.05,126.86,95.54,126.86
20050401,95.98,103.65,88.75,100.8
20050325,108.03,109.56,94.67,96.42
20050318,112.19,113.28,107.37,108.03
20050311,116.79,117.88,111.31,112.19
20050304,123.58,123.8,116.79,117.44
20050225,123.36,126.42,122.04,123.58
20050218,122.7,124.45,120.73,122.7
20050204,112.84,125.77,110.22,122.7
20050128,122.7,123.8,110.65,113.28
20050121,119.85,120.51,106.27,118.54
20050114,120.73,122.92,117.66,120.51
20050107,122.48,122.7,117.22,120.73
20041231,127.52,127.52,121.61,122.48
20041224,129.27,132.12,127.08,127.52
20041217,129.93,135.18,128.18,129.49
20041210,131.9,136.72,129.27,130.15
20041203,135.4,135.62,129.27,131.9
20041126,140.22,141.32,134.53,135.4
20041119,131.9,142.41,131.9,140.44
20041112,131.02,135.84,126.86,131.68
20041105,134.75,138.47,129.93,130.59
20041029,131.46,143.51,126.64,135.18
20041022,151.17,152.49,122.7,127.96
20041015,159.93,164.1,149.42,150.95
20041008,157.74,158.62,152.05,157.74
20040930,166.51,170.23,155.12,156.87
20040924,164.75,180.52,163.66,166.29
20040917,153.8,165.41,150.3,164.75
20040910,153.14,156.65,150.3,154.9
20040903,152.49,157.74,151.39,152.93
20040827,157.31,157.74,151.61,152.49
20040820,154.24,158.4,152.71,156.87
20040813,155.55,157.74,151.17,154.02
20040806,155.12,159.72,153.36,155.55
20040730,156.65,158.4,153.36,155.77
20040723,166.07,167.82,153.36,156.43
20040716,163.22,166.94,157.31,166.29
20040709,168.7,170.01,162.78,163.22
20040702,171.1,173.08,161.69,168.48
20040625,175.7,179.21,172.2,172.42
20040618,175.27,185.56,170.89,177.46
20040611,189.06,189.5,175.27,177.02
20040604,187.97,198.04,185.78,189.06
20040528,179.21,181.84,171.1,180.74
20040521,177.89,182.71,175.49,179.21
20040514,182.71,184.03,175.27,177.89
20040430,183.59,186.0,173.08,182.49
20040423,191.69,192.79,179.87,183.59
20040416,201.55,204.83,186.44,191.69
20040409,213.6,214.25,201.11,202.43
20040402,214.69,216.0,207.68,213.16
20040326,223.45,227.18,213.6,215.79
20040319,210.31,227.83,210.31,222.79
20040312,211.84,216.66,205.05,211.62
20040305,204.18,223.23,198.26,211.84
20040227,222.36,227.61,200.45,205.05
20040220,202.64,224.55,202.64,221.7
20040213,209.0,217.98,201.77,202.64
20040206,184.03,218.63,182.93,208.34
20040130,181.4,188.19,179.65,181.4
20040116,175.27,183.81,174.39,181.4
20040109,167.38,187.31,166.51,175.92
20040102,169.35,169.57,162.34,167.38
20031226,161.69,177.46,158.84,170.01
20031219,175.7,176.58,161.03,162.78
20031212,166.72,178.55,160.81,176.14
20031205,162.12,170.45,161.03,166.51
20031128,155.12,175.05,155.12,161.69
20031121,149.64,163.88,145.04,155.12
20031114,150.74,154.24,147.23,149.64
20031107,155.77,166.07,146.79,150.95
20031031,172.42,172.42,152.71,156.43
20031024,175.27,178.11,170.01,172.64
20031017,184.47,185.56,173.08,175.27
20031010,180.74,185.56,178.55,184.03
20030930,182.93,182.93,175.05,178.99
20030926,182.49,184.25,178.55,179.43
20030919,193.01,193.66,179.21,182.49
20030912,198.26,200.02,192.79,193.23
20030905,200.45,205.05,197.17,198.48
20030829,209.22,209.22,196.07,201.11
20030822,211.19,215.57,208.34,210.31
20030815,208.56,215.35,205.93,211.19
20030808,211.41,219.29,208.56,209.43
20030801,204.83,213.16,200.89,211.41
20030725,209.65,213.16,204.18,204.83
20030718,221.92,223.89,213.16,213.81
20030711,219.95,226.3,217.1,222.58
20030704,217.98,224.33,216.0,220.17
20030627,225.2,230.24,216.44,218.2
20030620,240.75,240.97,225.64,225.86
20030613,237.69,241.63,233.53,240.75
20030606,249.52,249.52,238.35,238.56
20030530,250.61,259.59,244.26,249.73
20030523,251.92,258.5,241.63,250.61
20030516,242.07,263.53,233.31,250.83
20030430,233.31,256.74,228.93,247.11
20030425,261.78,262.44,233.31,235.28
20030418,245.14,279.3,240.97,257.18
20030411,240.97,252.58,235.06,245.14
20030404,228.71,241.85,227.83,240.32
20030328,221.04,234.4,213.6,228.71
20030321,213.16,220.39,210.31,219.73
20030314,216.0,217.1,208.78,213.16
20030307,222.14,226.52,215.79,216.88
20030228,213.6,224.33,211.62,221.7
20030221,223.23,224.33,213.81,214.03
20030214,228.49,228.93,220.17,223.01
20030129,224.98,233.31,223.89,229.58
20030124,224.33,231.12,215.79,223.89
20030117,204.4,230.9,201.99,224.33
20030110,194.54,213.6,191.91,205.49
20030103,203.74,207.02,191.91,194.32
20021227,222.79,226.3,202.21,205.27
20021220,219.07,224.11,215.35,222.79
20021213,228.71,231.99,211.84,218.2
20021206,239.66,239.66,226.74,229.8
20021129,232.87,245.35,224.55,239.88
20021122,252.58,254.55,228.93,233.31
20021115,266.16,267.69,249.73,252.58
20021108,260.69,279.96,258.93,265.72
