date,open,high,low,close,volume,money
20160922,804.94,811.87,804.08,810.14,49461323.0,451909024.0
20160921,803.21,804.94,798.88,803.21,40566533.0,367767488.0
20160920,806.67,806.67,799.75,803.21,43667897.0,396359328.0
20160919,800.61,808.41,800.61,806.67,35434870.0,322575936.0
20160914,811.0,811.87,800.61,801.48,42148125.0,384081280.0
20160913,811.87,814.47,808.41,812.74,46093142.0,423113824.0
20160912,821.4,823.99,807.54,810.14,75658173.0,697759168.0
20160909,830.92,833.52,827.46,829.19,32743143.0,307527264.0
20160908,830.06,832.65,829.19,830.92,29521845.0,277503744.0
20160907,831.79,832.65,828.32,830.92,45937329.0,431984160.0
20160906,832.65,833.52,827.46,831.79,57473833.0,539813312.0
20160905,836.12,836.12,830.92,832.65,46993656.0,443204800.0
20160902,833.52,836.12,832.65,835.25,36879633.0,348054368.0
20160901,838.71,841.31,832.65,835.25,48013121.0,454848640.0
20160831,836.12,839.58,833.52,838.71,48974676.0,463875776.0
20160830,832.65,836.98,831.79,836.98,59508123.0,561854080.0
20160829,831.79,835.25,829.19,832.65,56523188.0,532295360.0
20160826,835.25,836.98,830.92,835.25,50223385.0,473688064.0
20160825,832.65,835.25,825.73,834.39,61738960.0,580648512.0
20160824,831.79,833.52,829.19,833.52,73228127.0,688971712.0
20160823,829.19,835.25,828.32,830.92,89065673.0,838185920.0
20160822,839.58,840.45,827.46,830.92,97943273.0,922426432.0
20160819,838.71,841.31,833.52,840.45,50533453.0,478779712.0
20160818,844.78,847.37,833.52,839.58,69150431.0,658183936.0
20160817,841.31,848.24,837.85,843.91,56072536.0,534926048.0
20160816,855.17,855.17,836.12,841.31,109955862.0,1050479552.0
20160815,843.91,865.56,840.45,855.17,189755226.0,1835196928.0
20160812,813.6,842.18,811.87,839.58,137002155.0,1282336256.0
20160811,808.41,826.59,807.54,815.33,93557601.0,866594880.0
20160810,809.27,811.87,806.67,808.41,43665545.0,399656992.0
20160809,804.08,809.27,802.34,809.27,41567631.0,378720704.0
20160808,799.75,805.81,797.15,805.81,39847930.0,361191040.0
20160805,795.42,802.34,791.95,799.75,72594819.0,654998080.0
20160804,811.0,811.87,790.22,795.42,134446207.0,1210347008.0
20160803,814.47,815.33,809.27,811.87,42462218.0,389817536.0
20160802,817.07,818.8,811.0,817.93,44916516.0,413484608.0
20160801,811.87,825.73,811.0,820.53,75932441.0,702466624.0
20160729,803.21,817.07,798.88,813.6,67142534.0,614972672.0
20160728,794.55,805.81,793.69,803.21,47991038.0,434490528.0
20160727,806.67,811.0,788.49,797.15,81867834.0,741263296.0
20160726,793.69,806.67,793.69,805.81,54655692.0,494506432.0
20160725,790.22,794.55,788.49,794.55,26468286.0,236937488.0
20160722,795.42,795.42,789.36,791.09,29554964.0,264379248.0
20160721,791.95,797.15,791.95,795.42,34026127.0,305710336.0
20160720,792.82,795.42,791.95,792.82,31092641.0,278737184.0
20160719,799.75,800.61,791.95,793.69,36278781.0,326046528.0
20160718,795.42,803.21,793.69,799.75,50693492.0,457358016.0
20160715,791.95,796.28,788.49,795.42,35203395.0,315555264.0
20160714,793.69,796.28,788.49,791.09,35969939.0,321889344.0
20160713,785.89,800.61,784.16,795.42,79828864.0,716797056.0
20160712,774.63,786.76,773.77,785.89,71183240.0,627505600.0
20160711,774.63,778.1,773.77,774.63,36537252.0,320333760.0
20160708,778.1,778.1,772.9,773.77,26134229.0,228778672.0
20160707,778.1,778.96,773.77,777.23,31285308.0,274337184.0
20160706,778.96,780.7,775.5,778.1,32295017.0,283827360.0
20160705,778.96,781.56,776.37,779.83,42203729.0,371422816.0
20160704,769.44,784.16,767.71,779.83,60825712.0,534656896.0
20160701,769.44,772.9,768.57,771.17,34893019.0,303652384.0
20160630,769.44,773.77,766.84,770.3,36220487.0,315051840.0
20160629,764.24,769.44,763.38,769.44,36961156.0,319908704.0
20160628,759.91,765.11,758.18,764.24,33651928.0,289122208.0
20160627,759.05,765.11,756.45,762.51,32521418.0,280044064.0
20160624,765.11,770.3,754.72,759.05,42766409.0,367771040.0
20160623,767.71,770.3,764.24,766.84,33561422.0,290490400.0
20160622,761.65,772.9,759.91,772.9,47800201.0,413947360.0
20160621,762.51,765.98,759.91,762.51,38074985.0,327940704.0
20160620,760.78,761.65,758.18,761.65,27073158.0,232205296.0
20160617,759.05,762.51,756.45,759.91,31517300.0,270236704.0
20160616,759.05,761.65,755.58,759.05,38667008.0,331192448.0
20160615,751.33,762.15,750.6,759.26,37817241.0,394033696.0
20160614,752.05,757.1,750.6,756.38,27363726.0,283578304.0
20160613,760.71,761.43,751.33,751.33,34481683.0,358996288.0
20160608,766.48,766.48,760.71,763.59,26818824.0,281651744.0
20160607,765.04,765.76,762.15,765.04,22928215.0,240887152.0
20160606,764.32,765.76,759.99,764.32,33833201.0,354998368.0
20160603,761.43,765.04,757.1,763.59,42338929.0,443039584.0
20160602,761.43,762.15,757.82,760.71,29303622.0,306269376.0
20160601,764.32,767.2,759.26,762.15,55675091.0,584161152.0
20160531,746.27,768.65,746.27,767.2,94646716.0,991668160.0
20160530,745.55,747.72,741.95,747.72,38094687.0,390119744.0
20160527,743.39,748.44,741.22,747.0,22281892.0,228377552.0
20160526,743.39,747.0,739.78,743.39,26139653.0,266736768.0
20160525,745.55,747.72,741.22,744.11,20423540.0,209019888.0
20160524,747.0,747.72,741.22,742.67,25929404.0,265042288.0
20160523,751.33,752.05,745.55,747.72,32364676.0,333300192.0
20160520,744.83,751.33,741.22,749.16,20670377.0,212277648.0
20160519,747.0,750.6,745.55,745.55,17077776.0,175591504.0
20160518,748.44,750.6,739.78,749.16,53415062.0,547076608.0
20160517,753.49,754.21,744.83,749.16,25042422.0,257859632.0
20160516,750.6,753.49,745.55,753.49,21522468.0,221931216.0
20160513,752.77,756.38,751.33,752.77,18426611.0,191007248.0
20160512,749.88,756.38,745.55,754.93,32588550.0,336792704.0
20160511,749.16,759.26,749.16,754.21,32728951.0,339005280.0
20160510,752.05,754.21,747.0,747.72,29259978.0,301767200.0
20160509,763.59,765.76,750.6,752.77,41117102.0,428356640.0
20160506,780.19,780.19,765.04,765.04,34654514.0,367408576.0
20160505,777.3,779.47,774.42,779.47,23951683.0,256002096.0
20160504,776.58,781.63,775.14,779.47,41243559.0,441848160.0
20160503,769.37,779.47,765.04,776.58,48910210.0,521137504.0
20160429,773.7,773.7,767.2,768.65,40497767.0,428582144.0
20160428,769.37,782.36,766.48,775.14,45746041.0,487261216.0
20160427,769.37,771.53,765.04,768.65,23955393.0,253308592.0
20160426,762.15,770.81,760.71,770.09,29169938.0,306962528.0
20160425,767.92,767.92,757.82,763.59,34925775.0,366533376.0
20160422,760.71,772.25,757.1,767.2,35967712.0,379176128.0
20160421,765.04,772.97,759.99,764.32,55879920.0,588731520.0
20160420,783.08,783.8,753.49,765.04,60658625.0,640149696.0
20160419,783.08,785.96,778.75,783.08,21823994.0,234479840.0
20160418,786.69,788.85,780.19,780.19,35065401.0,377791424.0
20160415,788.13,795.35,785.24,791.02,49722404.0,541052864.0
20160414,791.02,792.46,784.52,788.13,32364630.0,350702752.0
20160413,780.19,797.51,778.75,785.96,85676036.0,929858560.0
20160412,778.03,778.75,772.25,775.86,29859954.0,318538016.0
20160411,770.81,785.24,770.81,779.47,78638602.0,840486336.0
20160408,767.2,775.86,763.59,768.65,37655386.0,397998240.0
20160407,779.47,780.19,770.09,770.09,37771959.0,401949056.0
20160406,776.58,781.63,771.53,779.47,43525954.0,464962432.0
20160405,772.25,785.96,763.59,778.03,59230864.0,632378880.0
20160401,772.25,777.3,763.59,775.14,36934188.0,391830400.0
20160331,778.75,781.63,773.7,773.7,41838792.0,447266272.0
20160330,762.15,778.03,761.43,778.03,53969998.0,572627392.0
20160329,764.32,765.04,754.93,758.54,31831787.0,332422400.0
20160328,772.25,774.42,759.99,762.15,35862101.0,378973312.0
20160325,764.32,770.81,763.59,770.09,23707049.0,250338496.0
20160324,771.53,772.97,763.59,765.04,37240624.0,393411552.0
20160323,778.75,783.08,771.53,778.03,43027816.0,458963264.0
20160322,783.08,795.35,777.3,779.47,62548248.0,675406592.0
20160321,767.2,789.57,767.2,785.24,92043281.0,987764480.0
20160318,757.82,768.65,756.38,766.48,79721581.0,836565568.0
20160317,753.49,762.15,749.16,757.82,61099638.0,635181312.0
20160316,747.0,759.99,745.55,752.77,66488620.0,690087744.0
20160315,747.72,753.49,739.06,750.6,41792037.0,428786688.0
20160314,742.67,760.71,742.67,746.27,65515822.0,679161280.0
20160311,734.73,743.39,730.4,739.06,38373672.0,389638944.0
20160310,744.83,752.77,736.89,738.34,47402030.0,486414240.0
20160309,737.62,743.39,730.4,739.78,32590065.0,330124896.0
20160308,753.49,753.49,723.18,747.72,64315646.0,650471616.0
20160307,752.77,762.87,749.16,752.05,60635297.0,630155584.0
20160304,734.01,763.59,732.56,756.38,138124907.0,1429273088.0
20160303,734.01,740.5,730.4,735.45,55308940.0,559045184.0
20160302,709.47,736.89,707.31,734.73,67661373.0,673626240.0
20160301,700.09,710.92,697.2,705.86,37791080.0,365149024.0
20160229,712.36,713.8,685.66,695.76,56689639.0,542184000.0
20160226,710.92,715.25,702.98,712.36,39215441.0,382634656.0
20160225,736.17,736.89,698.65,703.7,62207284.0,615004736.0
20160224,731.84,738.34,728.23,738.34,30010360.0,302498016.0
20160223,748.44,748.44,731.12,736.17,42587437.0,432315296.0
20160222,736.89,749.88,731.84,748.44,61773945.0,630251520.0
20160219,734.01,737.62,726.79,730.4,31889825.0,320939648.0
20160218,740.5,743.39,734.01,734.01,40617824.0,412337568.0
20160217,729.68,743.39,726.79,738.34,58516706.0,590538944.0
20160216,715.97,729.68,715.25,728.23,42838638.0,427507776.0
20160215,702.98,716.69,702.26,712.36,27849946.0,271173376.0
20160205,724.63,725.35,721.02,721.74,27089334.0,269184384.0
20160204,719.57,727.51,718.85,723.9,37309947.0,370586176.0
20160203,716.69,719.57,710.92,716.69,27457217.0,269997824.0
20160202,713.08,729.68,711.64,723.9,36910416.0,367360512.0
20160201,726.07,728.23,708.75,713.08,41773214.0,412635648.0
20160129,708.75,733.29,705.14,727.51,54443576.0,540544448.0
20160128,714.52,719.57,702.26,705.14,30254078.0,296055328.0
20160127,722.46,726.07,698.65,718.85,56903705.0,558510656.0
20160126,750.6,750.6,717.41,718.13,64790114.0,653561600.0
20160125,756.38,759.26,751.33,754.21,37643172.0,390734880.0
20160122,756.38,759.99,743.39,756.38,46675214.0,482984448.0
20160121,762.15,781.63,750.6,750.6,60614511.0,638127872.0
20160120,778.03,785.24,759.26,766.48,60375250.0,640968960.0
20160119,759.99,783.8,757.1,778.75,50110908.0,532074688.0
20160118,752.05,767.92,749.16,757.1,42104088.0,439917824.0
20160115,775.14,785.24,757.82,760.71,44820214.0,474908128.0
20160114,770.09,785.24,762.15,783.08,66631454.0,708534976.0
20160113,791.74,795.35,778.03,778.75,39170948.0,424371712.0
20160112,787.41,793.18,773.7,785.96,56164230.0,605970816.0
20160111,799.67,805.45,776.58,782.36,73201399.0,800683648.0
20160108,814.83,820.6,792.46,808.33,74752758.0,831334528.0
20160107,829.26,829.26,793.18,795.35,17476110.0,194869488.0
20160106,829.98,840.09,827.82,837.92,51570644.0,591698496.0
20160105,819.16,840.81,810.5,828.54,66326995.0,755531328.0
20160104,871.84,874.0,816.27,823.49,56349787.0,660376128.0
20151231,879.05,881.22,870.39,871.12,49125892.0,591643584.0
20151230,878.33,879.78,868.23,879.05,53266704.0,641277248.0
20151229,871.12,879.05,869.67,878.33,61980214.0,744718400.0
20151228,902.87,905.03,870.39,870.39,82240863.0,1003010176.0
20151225,899.26,905.75,895.65,901.42,39984505.0,495638048.0
20151224,905.03,912.25,889.16,896.37,64022964.0,791975808.0
20151223,905.75,928.12,900.7,906.48,103901823.0,1302341504.0
20151222,907.92,916.58,899.26,902.87,69809145.0,870121728.0
20151221,881.94,923.79,879.78,908.64,128114213.0,1595741312.0
20151218,874.0,911.53,873.28,888.43,102294474.0,1257360384.0
20151217,869.67,881.94,868.95,876.89,64827475.0,780891776.0
20151216,870.39,872.56,863.18,863.9,39276282.0,468510272.0
20151215,874.0,878.33,861.73,866.06,36448735.0,436557696.0
20151214,852.35,879.78,850.91,876.89,58723664.0,698792000.0
20151211,865.34,866.06,852.35,859.57,37950803.0,448800928.0
20151210,868.23,881.94,865.34,868.95,41760358.0,502326080.0
20151209,866.06,880.5,864.62,871.12,42938435.0,515596480.0
20151208,876.89,878.33,864.62,868.95,50310179.0,602568640.0
20151207,884.83,889.88,874.72,882.66,40279265.0,488370688.0
20151204,894.21,899.26,877.61,880.5,76453245.0,934906560.0
20151203,899.98,925.96,889.88,904.31,142597678.0,1786008960.0
20151202,850.19,918.02,847.3,908.64,161576086.0,1978750464.0
20151201,850.19,861.73,836.48,853.8,68025390.0,793118208.0
20151130,851.63,862.46,835.76,853.08,65849389.0,770221376.0
20151127,884.83,886.27,837.92,852.35,72802594.0,867702400.0
20151126,897.82,899.26,886.27,888.43,55221015.0,679692160.0
20151125,886.99,898.54,884.1,894.93,51346272.0,629507072.0
20151124,901.42,904.31,883.38,892.04,66421478.0,812675968.0
20151123,911.53,915.13,899.26,904.31,60797531.0,760493312.0
20151120,907.92,914.41,902.15,911.53,59803634.0,747487168.0
20151119,900.7,908.64,895.65,907.92,47112067.0,585571008.0
20151118,905.03,922.35,894.21,902.15,79370476.0,991513856.0
20151117,901.42,922.35,897.82,907.92,104648656.0,1315319808.0
20151116,881.22,899.98,878.33,896.37,55984871.0,685977408.0
20151113,887.71,906.48,885.55,889.16,58755504.0,722252992.0
20151112,915.13,918.74,892.04,900.7,67113962.0,833753280.0
20151111,922.35,928.12,899.26,911.53,102173507.0,1280174464.0
20151110,929.57,949.05,915.86,925.96,112502763.0,1438707584.0
20151109,907.92,971.42,905.03,939.67,241388779.0,3137641472.0
20151106,873.28,901.42,866.06,899.98,146319495.0,1781331328.0
20151105,842.97,912.97,839.36,876.89,229218980.0,2780266752.0
20151104,805.45,850.19,803.28,849.47,130724419.0,1493255552.0
20151103,810.5,814.83,800.4,803.28,39126518.0,434818752.0
20151102,819.16,822.77,806.89,809.78,48443581.0,544000192.0
20151030,821.32,829.98,819.16,825.65,53593072.0,607980992.0
20151029,821.32,825.65,817.72,819.16,31670368.0,357830464.0
20151028,832.87,834.31,817.72,819.16,54481117.0,619790784.0
20151027,835.76,845.86,824.21,834.31,58043637.0,664648832.0
20151026,842.97,858.13,831.43,837.2,108591754.0,1260872064.0
20151023,827.82,837.92,824.21,833.59,93742511.0,1073981568.0
20151022,817.72,828.54,812.66,823.49,82280573.0,928960000.0
20151021,820.6,853.8,812.66,815.55,133262904.0,1523591936.0
20151020,814.11,827.1,813.39,822.77,71516328.0,807642368.0
20151019,819.16,824.93,810.5,818.44,72337153.0,814910976.0
20151016,814.83,821.32,811.22,816.27,57000145.0,640488896.0
20151015,796.07,811.94,795.35,811.94,48590050.0,539103680.0
20151014,802.56,810.5,795.35,798.23,41898065.0,462963488.0
20151013,814.11,818.44,806.17,809.06,35979819.0,401600928.0
20151012,796.79,827.1,793.18,816.27,84966515.0,950602304.0
20151009,781.63,796.07,779.47,792.46,47461206.0,516310496.0
20151008,788.85,791.74,778.03,778.03,49407085.0,533806144.0
20150930,756.38,770.09,755.66,762.87,36465973.0,383230176.0
20150929,759.99,767.92,750.6,754.93,33360356.0,347612288.0
20150928,767.92,770.09,758.54,765.76,19908727.0,209186176.0
20150925,777.3,778.75,759.99,767.2,44642060.0,471537664.0
20150924,782.36,785.96,775.86,778.75,25863255.0,277274176.0
20150923,789.57,793.18,776.58,778.03,37115084.0,399583552.0
20150922,787.41,804.0,786.69,796.79,49295560.0,541007296.0
20150921,778.03,791.74,774.42,786.69,38611111.0,416851072.0
20150918,788.13,796.79,780.19,785.96,31827282.0,345063776.0
20150917,788.85,809.78,783.08,783.08,62079854.0,682338176.0
20150916,770.09,805.45,765.04,792.46,56924377.0,612767040.0
20150915,777.3,788.85,763.59,768.65,54283900.0,579042240.0
20150914,798.95,799.67,759.99,790.29,75645273.0,813927104.0
20150911,801.12,808.33,791.02,796.79,42645078.0,469297504.0
20150910,799.67,812.66,795.35,803.28,46520563.0,514578400.0
20150909,801.84,813.39,791.02,806.89,85107389.0,940582976.0
20150908,791.02,810.5,770.09,799.67,74729245.0,815241856.0
20150907,839.36,840.09,791.74,791.74,137611064.0,1544055040.0
20150902,812.66,871.84,804.0,860.29,281574676.0,3273803264.0
20150901,792.46,843.69,771.53,840.81,265766135.0,3003860736.0
20150831,778.75,804.73,762.15,804.73,146429725.0,1578261504.0
20150828,791.74,806.17,767.2,787.41,160802969.0,1728745600.0
20150827,739.06,792.46,717.41,785.24,184923565.0,1912163328.0
20150826,698.65,744.11,677.0,721.02,249191959.0,2460482048.0
20150825,716.69,752.77,678.44,688.55,219233375.0,2122788608.0
20150824,806.89,811.94,752.77,752.77,151802968.0,1601529088.0
20150821,864.62,871.12,832.87,835.76,93336784.0,1095668224.0
20150820,884.1,884.1,864.62,875.45,67763439.0,815652736.0
20150819,879.05,888.43,864.62,888.43,95889423.0,1157078528.0
20150818,907.92,925.24,868.23,891.32,117632441.0,1459671040.0
20150817,915.86,921.63,904.31,910.8,67964257.0,852588992.0
20150814,921.63,925.96,913.69,918.02,82378929.0,1043762752.0
20150813,908.64,920.19,902.15,912.97,60634441.0,760265728.0
20150812,921.63,927.4,912.25,912.97,68682207.0,869580800.0
20150811,937.51,940.39,928.85,932.45,82849336.0,1065323968.0
20150810,919.46,943.28,911.53,938.23,105311195.0,1346325120.0
20150807,915.86,923.79,910.8,915.86,62201030.0,785501376.0
20150806,907.92,924.52,902.87,910.08,45021845.0,567208512.0
20150805,929.57,940.39,912.97,914.41,55180237.0,704539328.0
20150804,927.4,943.28,914.41,933.9,77493758.0,988843520.0
20150803,886.27,933.18,882.66,931.01,140512271.0,1757739776.0
20150731,883.38,902.15,873.28,897.82,120274687.0,1472860288.0
20150730,915.86,918.02,888.43,890.6,77027894.0,962337472.0
20150729,915.13,916.58,899.26,915.13,97168292.0,1210759040.0
20150728,885.55,926.68,882.66,916.58,201120081.0,2509971456.0
20150727,962.04,967.09,874.72,903.59,178785918.0,2289450240.0
20150724,993.07,994.51,967.09,971.42,133930997.0,1815659008.0
20150723,977.19,998.12,973.59,992.35,148369614.0,2022035328.0
20150722,979.36,982.97,968.53,981.52,113809062.0,1528783872.0
20150721,980.8,990.18,971.42,985.13,113164352.0,1529148288.0
20150720,1001.73,1001.73,982.25,987.3,135868308.0,1852316416.0
20150717,991.63,1011.83,982.25,1003.17,168063766.0,2304999424.0
20150716,987.3,998.84,974.31,987.3,138893985.0,1884221568.0
20150715,991.63,1013.28,972.86,985.85,162642318.0,2225697024.0
20150714,1030.59,1043.58,980.8,1006.78,258022955.0,3608580608.0
20150713,1045.03,1080.39,1024.82,1047.91,326819605.0,4737400320.0
20150710,1005.34,1114.3,988.02,1078.22,465098778.0,6891581440.0
20150709,957.71,1047.91,879.78,1034.92,434435542.0,5904698368.0
20150708,1002.45,1016.16,957.71,957.71,499669694.0,6762103296.0
20150707,991.63,1063.07,959.15,1063.07,480831189.0,6808003584.0
20150706,1037.81,1038.53,964.93,1007.5,338152667.0,4660186112.0
20150703,1014.72,1015.44,928.85,949.05,259745820.0,3473335552.0
20150702,1008.95,1038.53,971.42,998.12,198282626.0,2762337280.0
20150701,1041.42,1058.74,997.4,1010.39,183540616.0,2629096448.0
20150630,982.97,1055.13,971.42,1055.13,254810313.0,3572978432.0
20150629,1021.93,1026.99,925.96,984.41,261294320.0,3570319360.0
20150626,1062.35,1084.72,971.42,999.56,255532175.0,3623880448.0
20150625,1130.18,1133.79,1071.01,1078.94,207916488.0,3179774464.0
20150624,1088.32,1097.7,1066.68,1096.98,153199612.0,2290363648.0
20150623,1062.35,1086.16,1024.1,1084.72,180548812.0,2643180032.0
20150619,1106.36,1116.47,1052.24,1061.62,156552048.0,2345768704.0
20150618,1137.39,1137.39,1089.05,1115.75,160255482.0,2468466176.0
20150617,1148.22,1152.55,1120.8,1141.0,171594225.0,2689990144.0
20150616,1146.05,1164.82,1124.41,1134.51,181217984.0,2858213632.0
20150615,1198.73,1203.78,1153.27,1154.71,219217661.0,3547149568.0
20150612,1195.12,1205.95,1182.86,1197.29,190338879.0,3131996672.0
20150611,1209.56,1216.05,1185.74,1195.12,170696045.0,2811189760.0
20150610,1218.22,1227.6,1198.73,1209.56,219838655.0,3679460608.0
20150609,1258.63,1265.12,1209.56,1231.21,328696753.0,5601776128.0
20150608,1183.58,1265.12,1174.2,1253.58,508605027.0,8596941824.0
20150605,1211.0,1218.22,1162.65,1182.13,285545624.0,4681142272.0
20150604,1149.66,1202.34,1135.95,1187.19,368253272.0,5971846144.0
20150603,1143.89,1156.88,1124.41,1148.22,197523179.0,3103860736.0
20150602,1152.55,1153.27,1125.85,1143.89,190482203.0,2991565056.0
20150601,1112.14,1159.04,1102.03,1153.27,215836230.0,3365459200.0
20150529,1125.13,1136.67,1096.26,1111.42,201493291.0,3103543552.0
20150528,1196.57,1197.29,1119.35,1124.41,273306115.0,4404154880.0
20150527,1205.23,1226.15,1189.35,1195.12,234121774.0,3888992256.0
20150526,1205.95,1211.0,1180.69,1205.23,279220875.0,4607493632.0
20150525,1185.74,1211.72,1185.74,1203.78,273036950.0,4518316544.0
20150522,1153.99,1182.13,1147.5,1179.97,262190776.0,4233675776.0
20150521,1146.05,1152.55,1133.06,1145.33,140584660.0,2214024960.0
20150520,1161.21,1171.31,1131.62,1141.72,258966691.0,4115472640.0
20150519,1100.59,1141.72,1091.93,1130.9,191781267.0,2959557120.0
20150518,1102.76,1113.58,1086.16,1101.31,153708421.0,2327558400.0
20150515,1146.05,1151.83,1107.81,1120.8,175271651.0,2718885120.0
20150514,1160.49,1164.09,1138.12,1152.55,143802764.0,2283604736.0
20150513,1173.48,1178.53,1141.72,1151.83,175656158.0,2807445504.0
20150512,1159.04,1173.48,1135.23,1157.6,198965559.0,3166864384.0
20150511,1146.05,1169.15,1123.68,1162.65,212307724.0,3349066752.0
20150508,1139.56,1159.04,1124.41,1149.66,137446840.0,2163108864.0
20150507,1140.28,1151.83,1124.41,1136.67,125870751.0,1968941824.0
20150506,1147.5,1182.13,1123.68,1140.28,194991108.0,3107565568.0
20150505,1190.07,1198.01,1124.41,1150.38,229934173.0,3685372416.0
20150504,1211.0,1211.0,1180.69,1198.01,142757511.0,2351547392.0
20150430,1220.38,1251.41,1209.56,1211.0,289063541.0,4899379712.0
20150429,1208.11,1214.61,1174.92,1207.39,215118839.0,3550493440.0
20150428,1192.96,1260.07,1176.36,1211.0,476354406.0,8014319104.0
20150427,1175.64,1203.78,1174.92,1190.79,246056358.0,4027939328.0
20150424,1182.13,1197.29,1161.21,1170.59,244283692.0,3959606528.0
20150423,1231.21,1235.53,1200.9,1208.11,231968840.0,3893522176.0
20150422,1202.34,1231.21,1196.57,1229.04,277314172.0,4640335872.0
20150421,1183.58,1211.0,1159.04,1200.9,241593696.0,3943356928.0
20150420,1239.86,1247.08,1172.03,1182.13,344725740.0,5776437760.0
20150417,1268.73,1268.73,1218.22,1227.6,260952337.0,4447332864.0
20150416,1185.02,1239.86,1178.53,1232.65,246740721.0,4102824448.0
20150415,1182.13,1252.85,1167.7,1207.39,341764203.0,5746875392.0
20150414,1196.57,1196.57,1167.7,1182.13,247237501.0,4020209664.0
20150413,1232.65,1244.19,1171.31,1199.45,480715321.0,8021096960.0
20150410,1077.86,1186.1,1068.84,1186.1,334020979.0,6339649024.0
20150409,1074.85,1141.0,1061.62,1077.86,317306325.0,5794632192.0
20150408,1013.52,1082.67,996.68,1073.05,337164631.0,5784459264.0
20150407,966.61,1015.32,966.61,1006.3,296047228.0,4898119680.0
20150403,939.55,953.98,934.14,948.57,143494132.0,2262844416.0
20150402,963.0,966.01,934.74,945.56,140583742.0,2222670592.0
20150401,946.77,966.01,930.53,955.18,164331641.0,2608976896.0
20150331,960.0,993.67,935.34,942.56,273318321.0,4393135104.0
20150330,911.29,953.98,903.47,937.14,258261368.0,4014724352.0
20150327,903.47,914.89,889.04,902.27,104763887.0,1577607040.0
20150326,889.04,922.71,880.02,904.07,148789158.0,2246003712.0
20150325,914.29,916.7,890.84,892.04,159146801.0,2396613888.0
20150324,923.31,932.93,910.68,918.5,155919347.0,2396553472.0
20150323,917.3,931.13,917.3,923.31,178205583.0,2750596608.0
20150320,908.88,930.53,901.06,916.7,197639447.0,3027315200.0
20150319,926.32,926.32,904.67,908.88,158030028.0,2413982208.0
20150318,919.1,932.33,914.89,928.12,183100067.0,2823982848.0
20150317,928.12,945.56,912.49,921.51,195984187.0,3020408576.0
20150316,903.47,927.52,892.64,922.11,221847246.0,3387198720.0
20150313,891.44,934.14,885.43,896.85,316398835.0,4799934976.0
20150312,849.35,895.05,842.13,873.4,330513720.0,4805590528.0
20150311,824.69,842.13,824.69,828.9,90335413.0,1258356096.0
20150310,837.32,844.54,823.49,823.49,138570630.0,1927581952.0
20150309,805.45,857.77,796.43,846.34,220532361.0,3067985664.0
20150306,799.43,807.85,798.23,803.64,55704774.0,748959104.0
20150305,807.25,809.06,794.62,800.04,82860485.0,1109152000.0
20150304,814.47,820.48,807.25,811.46,81497304.0,1108145408.0
20150303,836.12,836.12,812.66,813.27,105947629.0,1457305088.0
20150302,839.12,842.73,829.5,839.12,101879700.0,1423603328.0
20150227,840.93,846.94,834.91,836.72,79357014.0,1115146112.0
20150226,825.29,842.13,813.27,841.53,102554424.0,1424064896.0
