,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100,105,110,115,120,125,130,135,140,145,150,155,160,165,170,175,180,185,190,195,200,205,210,215,220,225,230,235,240,245,250
20161116,815.85,785.486,793.006,848.7595,851.1624,813.175333333,775.302571429,754.791,732.582,711.4534,686.586909091,670.213166667,656.849846154,646.433571429,636.228533333,634.780875,637.774235294,636.095222222,621.233894737,609.8556,614.07752381,629.131909091,628.186,614.762583333,596.03512,577.927692308,560.494740741,544.363357143,530.129862069,518.1288,507.378129032,497.532125,489.614242424,482.811588235,476.196,469.499,464.422432432,460.137631579,456.294153846,452.9261,450.385658537,448.230857143,443.53,439.709909091,438.095555556,437.075130435,435.897404255,431.044416667,425.72522449,418.1778
20161031,806.844,776.704,792.299333333,855.121,844.898,804.787666667,769.187142857,746.1075,730.073555556,702.9506,680.810363636,664.369833333,652.207692308,641.335571429,632.389066667,632.821875,634.637058824,632.349333333,615.189368421,607.5623,614.961238095,629.456363636,624.534347826,609.275416667,590.7184,572.471692308,555.255481481,539.3315,525.588758621,514.104066667,503.12716129,493.997125,485.912969697,479.801470588,472.644857143,466.362888889,461.700216216,457.482421053,453.740974359,450.47045,448.443560976,445.455714286,440.91344186,437.547954545,436.180088889,435.221826087,433.34412766,428.408125,422.75122449,415.07236
20160930,798.43,782.889,798.202666667,856.4935,836.7352,796.000666667,765.177714286,738.0515,726.377333333,695.233,674.66,659.342666667,647.943076923,636.538857143,628.6304,631.983875,634.515294118,627.926,610.242210526,606.3873,615.32447619,627.928181818,620.950608696,603.669,585.18552,567.040461538,550.074074074,534.425857143,521.081862069,510.075933333,499.06083871,490.483625,482.462121212,476.806411765,469.175942857,463.254333333,459.092432432,454.842526316,451.207641026,447.95415,446.321463415,442.701380952,438.394,435.475590909,434.408355556,433.547695652,430.82093617,425.800833333,419.628693878,412.00036
20160831,791.692,787.963,815.055333333,858.032,829.114,786.826666667,761.795714286,733.9805,719.299555556,688.224,669.427090909,653.9925,644.045230769,632.109571429,626.237866667,631.1895,632.868470588,622.828,606.689368421,604.9395,618.500285714,626.148,616.539565217,598.02725,579.79048,561.670923077,544.974814815,529.641714286,516.696827586,505.936333333,495.181935484,486.9258125,479.166121212,473.357352941,465.961885714,460.321777778,456.269945946,452.186789474,448.800564103,445.6612,444.680243902,440.050666667,435.935813953,433.489090909,432.730355556,431.698608696,428.195787234,423.195291667,416.521346939,408.96664
20160729,778.69,786.657,833.236,863.495,821.5296,777.041666667,754.482571429,727.20725,709.172444444,680.5252,663.270909091,648.459,638.566307692,628.064571429,624.462933333,629.243625,629.327294118,616.567222222,602.905789474,604.3206,619.478,623.491636364,611.465652174,592.23575,574.01856,556.100846154,539.445555556,524.6165,512.215034483,501.4418,491.107935484,483.0695,475.758545455,469.738176471,462.6864,457.367277778,453.356216216,449.409684211,446.14825641,443.3456,442.12195122,437.257238095,433.396232558,431.424590909,430.606133333,429.84326087,425.491404255,420.41575,413.236897959,405.78564
20160630,755.122,781.584,859.729333333,859.9905,812.6404,768.544666667,746.068285714,722.1735,699.853777778,673.6606,656.973454545,643.599833333,633.401538462,623.398428571,622.7096,626.6445,625.521411765,610.421888889,599.013789474,603.9889,620.240571429,619.655818182,606.019652174,586.876166667,568.4108,550.673384615,534.308296296,519.925571429,507.862551724,497.095733333,487.263806452,479.419375,472.719515152,466.206176471,459.603257143,454.660555556,450.523783784,446.832157895,443.620358974,441.24905,439.264536585,434.665238095,430.962465116,429.510227273,428.657911111,427.637565217,422.85706383,417.597625,410.062040816,402.69536
20160531,746.564,785.027,871.213333333,854.4115,804.3764,762.911,737.430857143,720.47725,691.406888889,668.207,651.417636364,639.321333333,628.604153846,619.928,621.2204,623.874125,622.084941176,604.541888889,597.073789474,605.3671,621.009333333,616.247545455,600.685478261,581.713166667,563.0968,545.579,529.42362963,515.543928571,504.009586207,493.003266667,483.905290323,475.883875,469.891090909,462.815470588,456.634857143,452.112888889,448.040216216,444.448789474,441.332666667,439.48355,436.641365854,432.200809524,428.959674419,427.755909091,426.963555556,425.224565217,420.356297872,414.749291667,407.077020408,399.77884
20160429,767.348,798.089,875.848,846.3115,795.5148,759.635666667,729.426,717.37075,683.766666667,662.283,646.698363636,635.4025,624.085692308,616.501857143,620.887466667,624.270625,617.896352941,599.787333333,596.279789474,606.1692,619.809047619,612.883363636,595.201130435,576.300333333,557.78488,540.521923077,524.647925926,511.176571429,500.132689655,489.081866667,480.549870968,472.588125,467.060242424,459.492,453.677885714,449.666388889,445.556378378,442.070210526,438.967589744,437.51875,434.025073171,429.821714286,427.034790698,426.135136364,425.4392,422.829434783,417.872553191,411.737,404.114040816,396.88648
20160331,784.234,826.737,880.145333333,838.4695,785.8536,756.813,725.736,710.2505,676.727555556,657.2006,641.474363636,631.741333333,619.834,614.419714286,620.489333333,622.942,612.894823529,596.411444444,595.110421053,609.8407,618.264952381,608.578090909,589.607043478,570.96125,552.47008,535.485692308,519.936148148,506.875571429,496.082689655,485.298266667,477.094645161,469.3996875,463.710848485,456.381588235,450.854057143,446.952666667,443.010972973,439.777105263,436.788615385,436.00495,431.47404878,427.465428571,425.158790698,424.572136364,423.698755556,420.293695652,415.35493617,408.705291667,401.155918367,393.98628
20160229,794.624,860.509,891.763333333,832.2395,776.712,750.448,719.852571429,700.48275,669.618,651.729,636.619818182,626.889333333,616.478,613.446714286,619.280533333,619.992125,607.030588235,593.14,595.143263158,611.5174,616.101238095,603.864545455,584.129043478,565.490583333,547.19728,530.243846154,515.20637037,502.698071429,491.881517241,481.521866667,473.533354839,466.2919375,460.376,453.392176471,448.186628571,444.319166667,440.510216216,437.397157895,434.747025641,433.70775,428.929609756,425.174952381,423.348651163,422.695136364,422.091111111,417.813173913,412.792893617,405.623291667,398.175346939,391.08592
