,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100,105,110,115,120,125,130,135,140,145,150,155,160,165,170,175,180,185,190,195,200,205,210,215,220,225,230,235,240,245,250
20161116,810.31,809.791,816.546,809.662,799.4552,792.973333333,790.302285714,783.013,783.212666667,792.5368,799.759090909,798.525166667,801.688923077,813.946714286,831.5456,851.734625,865.575294118,865.161444444,864.430210526,866.0574,858.738380952,847.722181818,837.695304348,828.854833333,819.01848,809.404461538,799.614,789.749642857,781.986068966,775.0908,770.70316129,766.956125,762.306484848,755.047352941,747.031771429,742.1255,738.463027027,735.494421053,733.521282051,729.05505,721.908439024,714.172904762,706.817581395,700.655090909,695.039288889,689.795695652,685.417659574,681.21675,677.632204082,673.90792
20161111,808.06,811.783,816.430666667,806.848,796.8084,792.163,788.123142857,780.8175,785.125777778,794.4608,799.776181818,798.216166667,803.235538462,815.857,835.493466667,856.175375,866.767882353,865.372333333,865.345368421,866.596,857.246857143,845.800909091,835.977913043,826.833083333,817.32776,807.295384615,797.486518519,787.819857143,780.306,773.550266667,769.681096774,765.7561875,760.638727273,753.072,745.155771429,741.096444444,737.385621622,734.768473684,732.850871795,727.3318,719.869707317,712.208095238,704.997534884,699.010227273,693.432355556,688.286347826,684.068340426,679.872083333,676.380163265,672.51556
20161104,806.154,814.121,815.045333333,804.25,794.4444,790.722333333,786.537714286,779.43025,786.827111111,796.0066,799.423272727,799.023166667,804.557846154,818.538285714,840.401466667,861.372,867.767647059,865.327666667,866.778,865.9124,855.301428571,844.053272727,834.410869565,824.87525,815.29432,805.247615385,795.380962963,786.083071429,778.587586207,772.2466,768.671677419,764.3241875,758.864363636,751.063882353,743.674685714,740.034444444,736.100054054,734.169526316,731.671384615,725.51155,717.823414634,710.223952381,703.190651163,697.324136364,691.804622222,686.805652174,682.696425532,678.603166667,675.152489796,671.11572
20161028,806.846,817.585,814.352666667,802.139,792.8136,789.7,783.867714286,778.30275,788.021777778,797.89,798.642545455,798.7165,807.105692308,822.192714286,844.601333333,866.125625,867.742117647,865.631,867.806,864.3032,853.379333333,842.355272727,832.875565217,823.08825,813.35744,803.288923077,793.324,784.561357143,777.028482759,771.2306,767.875935484,762.9363125,757.129818182,749.029529412,742.378914286,738.971277778,735.109675676,733.635421053,730.391282051,723.77015,715.855560976,708.244809524,701.438186047,695.679818182,690.24,685.392173913,681.309021277,677.439083333,673.922693878,669.7226
20161021,804.942,820.443,811.870666667,799.7685,791.1196,788.336333333,781.564857143,778.236,789.566222222,798.183,797.846181818,799.129166667,810.062153846,827.711142857,849.1168,867.84525,868.044705882,866.190666667,868.716,862.7202,851.430761905,840.719454545,831.378782609,821.212833333,811.41112,801.116846154,791.054148148,782.752,775.471586207,770.283533333,766.904451613,761.79475,755.351636364,747.232882353,741.1376,737.799277778,734.035351351,732.424526316,728.636410256,721.82115,713.879219512,706.203666667,699.762093023,694.030409091,688.6036,684.050086957,679.862212766,676.173791667,672.543877551,668.38012
20161014,809.272,819.664,809.446,796.7415,789.506,786.967666667,779.113428571,779.8255,790.562,798.704,797.453818182,800.9705,814.226461538,833.062428571,854.496266667,869.029375,868.388,867.436888889,868.991473684,861.1598,849.503714286,838.940090909,829.661130435,819.381333333,809.36824,799.202615385,788.988148148,780.9745,773.876344828,769.382933333,765.557612903,760.806375,753.372727273,745.170647059,740.177371429,736.467277778,733.472378378,731.500526316,726.971589744,719.6984,711.828097561,704.35347619,698.104976744,692.4195,687.1176,682.702608696,678.470085106,674.868083333,671.124204082,667.064
20160930,815.506,820.616,806.444,793.9955,788.9836,784.800333333,776.925714286,782.259,792.949777778,798.9478,797.321272727,802.8335,816.456769231,837.453,859.383066667,870.437125,868.743647059,868.527888889,869.676842105,859.7062,847.598095238,837.246909091,827.649304348,817.713916667,807.2648,797.079846154,787.070222222,779.314785714,772.360275862,768.4018,764.391548387,759.1568125,751.40569697,743.305647059,739.1832,735.422444444,732.787621622,730.871684211,725.261846154,717.66495,709.870243902,702.543666667,696.474186047,690.827181818,685.624711111,681.372869565,677.144680851,673.636833333,669.749346939,665.74168
20160923,822.088,819.491,803.615333333,791.517,787.636,783.268333333,775.612571429,784.41125,794.879111111,798.7502,798.374909091,804.424833333,819.490923077,842.847714286,865.0532,871.6185,868.808470588,870.146,869.057578947,857.7588,845.858,835.695272727,825.689217391,815.675166667,805.21136,794.966615385,785.339703704,777.603071429,771.07737931,767.422266667,762.97483871,757.3865625,749.394484848,741.837058824,738.145314286,734.154111111,732.224,729.711315789,723.443794872,715.61515,707.884195122,700.739142857,694.793209302,689.205772727,684.153466667,680.012565217,675.889319149,672.423291667,668.359836735,664.44636
20160914,828.324,818.106,800.57,789.3055,786.2708,780.038,774.225142857,785.66875,796.894888889,797.8222,797.977454545,807.127333333,823.373230769,847.298142857,870.0776,871.548125,869.088941176,871.192666667,867.327263158,855.706,844.046190476,834.058727273,823.794434783,813.62875,803.14664,792.803923077,783.736,775.963571429,770.002482759,766.576933333,761.519870968,755.5761875,747.277515152,740.482823529,737.032,733.117,731.656756757,728.379315789,721.64,713.5808,705.839902439,698.92847619,693.09455814,687.589863636,682.6932,678.579956522,674.685744681,671.153458333,666.924163265,663.201
