,open,high,low,close
19990430,231.2,251.25,222.61,227.83
19990331,231.03,245.69,229.35,232.55
19990209,245.69,247.04,224.97,230.86
19990129,252.6,258.83,242.83,245.69
19981231,271.47,277.37,249.9,252.09
19981130,254.45,301.29,246.2,269.28
19981030,267.59,268.1,242.49,252.77
19980930,273.66,279.89,261.02,267.59
19980831,293.03,296.74,254.62,273.83
19980731,298.09,305.16,254.79,292.7
19980630,340.55,343.91,290.0,290.34
19980529,354.02,362.45,338.02,339.7
19980430,364.13,389.4,345.6,353.35
19980331,381.49,384.35,339.7,365.31
19980227,399.85,410.63,376.09,384.52
19980123,383.51,411.31,350.82,392.44
19971231,406.42,422.93,380.64,384.35
19971128,424.62,448.37,396.14,410.63
19971031,370.7,468.59,351.66,424.79
19970930,374.75,399.18,318.64,360.76
19970829,390.53,391.2,335.49,375.25
19970731,426.47,439.95,345.6,389.07
19970627,382.67,436.35,327.4,424.22
19970530,421.42,550.02,343.13,377.05
19970430,306.85,424.9,303.25,411.98
19970331,216.21,323.7,211.83,306.29
19970228,212.84,221.82,190.93,215.31
19970131,184.98,218.68,175.77,216.32
19961231,204.97,229.91,170.04,185.43
19961129,190.15,225.98,183.97,203.18
19961031,186.11,207.0,177.12,194.53
19960927,183.86,184.98,155.33,182.62
19960830,177.12,199.13,173.19,183.52
19960731,168.02,190.04,162.52,177.01
19960628,141.18,181.39,138.93,171.62
19960531,90.63,138.93,77.72,137.25
19960430,44.86,92.6,44.02,86.7
19960329,44.02,46.21,40.93,44.25
19960216,34.19,41.49,33.8,41.04
19960131,34.02,35.6,32.79,34.02
19951229,38.85,39.42,35.48,35.76
19951130,41.77,42.05,38.69,38.97
19951031,44.02,46.1,40.37,41.27
19950929,44.11,46.45,42.62,43.91
19950831,40.93,50.1,40.88,43.46
19950731,40.84,42.29,40.14,41.03
19950630,44.11,45.19,39.43,41.17
19950531,43.6,58.62,40.84,44.11
19950428,48.7,50.67,40.37,43.6
19950331,48.0,51.51,46.92,48.61
19950228,47.86,51.13,46.64,48.0
19950127,48.42,51.6,45.56,47.58
19941230,50.67,53.71,45.28,47.3
19941130,51.6,53.43,49.73,50.67
19941031,63.3,63.77,48.33,50.67
19940930,58.15,82.72,58.15,65.64
19940831,40.37,58.39,39.43,56.75
19940729,37.15,40.65,34.89,35.69
19940630,40.96,41.01,36.3,37.56
19940531,46.51,53.53,39.23,40.96
19940429,42.13,45.05,32.18,45.02
19940331,51.19,55.29,42.13,42.27
19940228,50.46,59.68,49.44,51.34
19940131,62.16,63.77,50.46,51.05
19931231,63.19,65.53,60.7,63.62
19931130,61.72,69.47,60.99,63.19
19931029,64.79,66.26,58.51,62.16
19930930,67.87,68.45,60.55,64.36
19930831,70.64,83.66,63.77,67.43
19930730,76.64,78.4,55.14,70.21
19930630,83.37,84.54,75.76,76.64
19930531,88.4,88.4,76.06,83.37
19930430,86.45,91.93,85.1,88.4
19930331,88.63,93.2,82.4,86.3
19930226,75.05,92.6,73.7,88.4
19930119,68.45,74.08,67.4,73.55
19921231,57.88,67.85,56.0,66.95
19921130,60.2,60.2,43.7,57.65
19921030,67.1,68.23,55.93,60.13
19920930,61.85,69.5,54.95,67.1
19920828,68.6,70.1,60.65,62.9
19920731,63.43,69.95,58.85,68.6
19920630,68.23,70.1,48.65,63.2
19920529,58.18,73.03,58.18,68.0
19920430,39.73,58.25,38.15,57.95
19920330,31.7,38.0,31.55,37.55
19920228,31.15,32.7,30.05,31.55
19920130,29.15,30.35,28.35,30.2
19911230,27.7,30.0,27.0,28.8
